symbol_ensembl	Gag	GagMCP	GagZipMCP	EPN24MCP	No_Exporter_Psi	No_Exporter_MS2x8	NoDNA	Wildtype
UMODL1-AS1_ENSG00000184385	0	2	0	0	0	0	0	0
SS18L1_ENSG00000184402	530	496	664	526	470	633	531	588
KCND2_ENSG00000184408	0	4	3	4	6	8	17	3
IRS3P_ENSG00000184414	69	83	124	34	34	41	6	2
RPL23AP38_ENSG00000184423	0	0	1	0	0	0	0	0
TOP1MT_ENSG00000184428	1018	982	1061	1043	868	1228	1206	1215
COPB2_ENSG00000184432	4305	4308	4568	4688	3694	5681	4992	4961
LRRC19_ENSG00000184434	1	2	2	6	1	9	1	0
THAP7_ENSG00000184436	2037	2003	2145	2053	1788	2141	1920	1684
ENSG00000184441	49	36	27	15	9	50	21	32
KNTC1_ENSG00000184445	2278	2412	2649	2417	1751	3019	2669	2996
CCR10_ENSG00000184451	43	48	53	79	45	78	98	119
NCMAP_ENSG00000184454	3	1	0	0	3	0	0	4
BPIFC_ENSG00000184459	0	0	1	3	2	5	0	0
WDR27_ENSG00000184465	904	1048	1187	1057	691	1254	727	1146
TXNRD2_ENSG00000184470	1442	1468	1503	1329	1291	1510	1104	975
C1QTNF8_ENSG00000184471	0	0	0	0	0	0	1	0
FOXO4_ENSG00000184481	524	592	566	612	509	627	663	930
POU3F2_ENSG00000184486	689	751	685	782	580	842	1058	1258
PTP4A3_ENSG00000184489	433	392	407	458	409	544	604	706
FOXD4L1_ENSG00000184492	23	12	15	24	8	17	9	18
TMEM255B_ENSG00000184497	10	11	10	16	17	10	8	14
PROS1_ENSG00000184500	372	335	389	419	333	465	598	687
GAST_ENSG00000184502	12	9	3	0	1	0	1	0
NUTM1_ENSG00000184507	4	2	12	4	2	1	0	0
HDDC3_ENSG00000184508	709	628	755	628	796	824	785	852
BEX5_ENSG00000184515	27	44	42	83	56	61	44	41
ZFP1_ENSG00000184517	678	792	783	729	640	876	803	821
PTGER4P2_ENSG00000184523	0	0	3	6	2	0	4	0
CEND1_ENSG00000184524	5	1	1	1	3	0	2	0
C6orf58_ENSG00000184530	3	0	5	4	0	3	0	0
DUSP8_ENSG00000184545	2283	2193	2382	1916	1521	2196	946	806
SOCS3_ENSG00000184557	48	32	29	38	29	42	31	30
SPEM2_ENSG00000184560	0	0	1	0	1	1	0	0
SLITRK6_ENSG00000184564	1	6	0	3	0	0	0	18
PIWIL3_ENSG00000184571	0	0	0	0	0	0	3	0
LPAR5_ENSG00000184574	5	4	4	5	7	2	2	13
XPOT_ENSG00000184575	10998	11817	12100	12861	10324	14875	15550	13674
STING1_ENSG00000184584	40	41	42	54	40	34	65	73
PDE4B_ENSG00000184588	24	23	23	27	42	60	47	59
TAFA3_ENSG00000184599	0	1	2	0	0	0	5	0
C14orf180_ENSG00000184601	3	0	0	0	0	0	0	0
SNN_ENSG00000184602	299	343	332	353	326	393	332	341
FAM167A-AS1_ENSG00000184608	1	0	5	0	1	0	1	0
KCNH7_ENSG00000184611	0	0	1	0	0	0	0	0
RPL7P26_ENSG00000184612	3	4	2	1	2	1	2	7
NELL2_ENSG00000184613	532	511	460	550	462	560	644	687
SPDYE12P_ENSG00000184616	0	0	1	1	0	0	0	0
ZNF840P_ENSG00000184617	0	3	0	0	0	0	0	0
KRBA2_ENSG00000184619	176	150	170	105	106	152	117	116
MED12_ENSG00000184634	2211	2653	2388	2543	1799	2783	3146	2865
ZNF93_ENSG00000184635	0	3	0	3	0	0	0	0
SEPTIN9_ENSG00000184640	2852	3043	3072	2901	2516	3351	3374	3666
FOXD4L4_ENSG00000184659	1	11	5	2	1	4	0	0
CDCA2_ENSG00000184661	738	760	786	715	463	748	426	422
OR7E14P_ENSG00000184669	68	61	87	74	74	90	75	76
RALYL_ENSG00000184672	1	1	4	0	3	0	0	0
AMER1_ENSG00000184675	434	374	402	384	292	447	522	557
ZBTB40_ENSG00000184677	1291	1452	1503	1438	974	1677	1374	1387
H2BC21_ENSG00000184678	247	175	236	204	130	184	85	93
CLDN6_ENSG00000184697	5	13	12	11	8	9	9	17
SEPTIN5_ENSG00000184702	68	77	101	69	57	99	56	117
EIF4ENIF1_ENSG00000184708	1274	1232	1294	1177	996	1545	1383	1344
LRRC26_ENSG00000184709	53	66	63	45	41	40	25	65
SERINC4_ENSG00000184716	2	2	0	0	0	0	0	0
RNLS_ENSG00000184719	0	0	1	0	0	0	4	1
APOBR_ENSG00000184730	6	13	11	12	2	3	8	18
FAM110C_ENSG00000184731	10	20	13	16	18	14	17	40
DDX53_ENSG00000184735	1	0	4	0	1	0	0	0
ATL3_ENSG00000184743	1495	1526	1542	1560	1258	1950	1768	1323
NDUFA12_ENSG00000184752	992	945	1123	1019	918	1181	1049	996
MGAT4EP_ENSG00000184774	1	1	0	3	0	0	0	0
SMIM10_ENSG00000184785	351	358	256	402	297	441	380	377
DYNLT2_ENSG00000184786	123	110	123	91	83	98	42	51
UBE2G2_ENSG00000184787	3912	3829	4186	3971	3075	4680	4304	4063
SATL1_ENSG00000184788	37	24	18	20	22	17	27	18
OSBP2_ENSG00000184792	346	404	374	379	319	491	331	401
B3GALT5-AS1_ENSG00000184809	7	5	9	14	2	17	6	3
TRARG1_ENSG00000184811	0	0	0	1	0	4	3	0
PRR23B_ENSG00000184814	0	2	0	0	0	0	0	0
ZBTB7C_ENSG00000184828	40	55	58	76	48	69	64	93
APOO_ENSG00000184831	590	583	661	757	591	741	826	861
PRR16_ENSG00000184838	23	11	24	18	12	32	20	52
TMED9_ENSG00000184840	5010	4722	4746	5252	4668	5954	4911	4138
CYCSP45_ENSG00000184844	0	0	0	3	0	0	2	0
DRD1_ENSG00000184845	8	2	6	3	0	1	2	0
LINC00308_ENSG00000184856	0	1	0	0	0	0	0	0
TMEM186_ENSG00000184857	297	262	281	248	233	360	255	288
SDR42E1_ENSG00000184860	1	0	0	0	0	1	1	0
RBM33_ENSG00000184863	2954	3403	3594	3265	2017	3785	2774	3279
ARMCX2_ENSG00000184867	64	44	59	51	43	59	66	33
BTBD6_ENSG00000184887	1702	1693	1757	1741	1487	1925	1777	1623
H1-10_ENSG00000184897	10205	10060	10792	10828	10643	10829	10836	13042
RBM43_ENSG00000184898	139	142	123	126	88	146	192	211
SUMO3_ENSG00000184900	3789	3845	3704	4049	3572	4704	4290	3786
IMMP2L_ENSG00000184903	167	161	139	152	115	143	150	158
TCEAL2_ENSG00000184905	0	2	2	0	0	0	1	4
CLCNKB_ENSG00000184908	15	18	15	16	23	32	23	46
DMRTC1B_ENSG00000184911	0	0	0	0	0	0	0	1
JAG2_ENSG00000184916	923	873	988	967	750	1161	1187	1509
FMNL1_ENSG00000184922	120	148	170	116	86	127	119	159
NUTM2A_ENSG00000184923	48	39	52	54	33	50	49	35
PTRHD1_ENSG00000184924	499	494	596	548	461	626	685	623
LCN12_ENSG00000184925	26	18	29	18	2	23	6	12
OR6A2_ENSG00000184933	1	0	0	1	0	2	0	2
WT1_ENSG00000184937	108	116	87	156	110	116	124	146
ZFP90_ENSG00000184939	1110	1027	1142	1108	754	1253	1143	1024
FAM227A_ENSG00000184949	343	408	447	381	248	436	138	225
MUC6_ENSG00000184956	0	7	4	0	0	2	0	0
NOC4L_ENSG00000184967	1537	1604	1661	1545	1220	1771	1503	1107
USP18_ENSG00000184979	396	554	440	511	462	597	572	562
NDUFA6_ENSG00000184983	1437	1323	1437	1483	1317	1767	1501	1449
CHRM5_ENSG00000184984	1	1	2	7	0	1	5	1
SORCS2_ENSG00000184985	120	157	172	67	92	116	15	31
TMEM121_ENSG00000184986	329	295	378	370	296	376	403	396
TMEM106A_ENSG00000184988	0	4	7	2	2	5	0	1
SIVA1_ENSG00000184990	2889	2574	2870	3025	2978	3238	2655	2475
BRI3BP_ENSG00000184992	1248	1228	1283	1396	1143	1514	1781	1691
IFNE_ENSG00000184995	1	0	2	2	1	1	0	0
DGAT1_ENSG00000185000	860	782	787	860	682	1040	799	903
RFX6_ENSG00000185002	5	17	6	22	7	10	19	28
ROBO2_ENSG00000185008	207	218	215	237	195	292	501	568
AP3M1_ENSG00000185009	3037	3441	3442	3617	2574	4408	4146	3447
F8_ENSG00000185010	80	59	86	51	72	87	96	99
NT5C1B_ENSG00000185013	0	1	2	2	0	4	4	3
CA13_ENSG00000185015	153	147	193	176	139	198	132	124
UBOX5_ENSG00000185019	415	446	549	465	289	551	406	402
MAFF_ENSG00000185022	207	188	210	221	187	184	72	144
BRF1_ENSG00000185024	1395	1503	1464	1372	1339	1696	1398	1395
LRRC14B_ENSG00000185028	2	0	1	0	0	0	0	0
SLC2A3P2_ENSG00000185031	0	0	0	0	0	0	0	4
SEMA4B_ENSG00000185033	240	289	299	335	236	315	365	503
SPDYE16_ENSG00000185040	5	1	2	0	2	0	4	1
CIB1_ENSG00000185043	1043	1014	973	1024	1019	1235	1002	1014
ANKS1B_ENSG00000185046	17	15	4	7	13	24	34	27
NELFA_ENSG00000185049	1798	1732	1854	1944	1580	2044	1905	2104
SGCZ_ENSG00000185053	0	0	0	0	0	1	2	1
EFCAB10_ENSG00000185055	107	92	160	109	72	122	86	77
C5orf47_ENSG00000185056	1	1	3	3	1	0	4	2
ENSG00000185065	89	79	54	65	68	67	82	96
FLRT2_ENSG00000185070	5	12	4	9	6	10	6	6
OR7E31P_ENSG00000185074	0	0	0	0	0	0	1	0
INTS5_ENSG00000185085	1201	1146	1239	1120	1008	1337	1120	915
RPS27L_ENSG00000185088	1409	1335	1639	1240	1044	1538	614	641
MANEAL_ENSG00000185090	1645	1586	1664	1703	1432	1950	2027	1571
ADSS1_ENSG00000185100	100	96	101	115	133	149	186	183
ANO9_ENSG00000185101	1	0	7	0	2	1	2	6
FAF1_ENSG00000185104	4176	4365	4515	4195	3605	5090	4421	4043
MYADML2_ENSG00000185105	18	14	21	4	7	5	22	15
FAM43A_ENSG00000185112	151	162	150	170	121	151	133	122
NSMCE3_ENSG00000185115	796	812	895	840	827	928	856	766
HSF1_ENSG00000185122	3913	4089	4000	3962	3485	4731	3916	3773
C6orf120_ENSG00000185127	1568	1523	1514	1589	1329	1895	1674	1594
PURA_ENSG00000185129	1756	1789	1863	1816	1486	2061	1872	1814
H2BC13_ENSG00000185130	12	4	10	5	4	13	4	6
INPP5J_ENSG00000185133	881	935	1003	826	601	875	470	415
NPY2R_ENSG00000185149	1	0	2	3	0	1	0	0
MIXL1_ENSG00000185155	24	22	30	29	12	20	19	31
LRRC37B_ENSG00000185158	251	306	300	268	193	356	210	164
DDX51_ENSG00000185163	1452	1580	1656	1557	1029	1705	1166	1051
NOMO2_ENSG00000185164	1505	1535	1448	1577	1251	1770	1760	1437
LINC00482_ENSG00000185168	0	8	9	1	4	7	1	10
AQP12B_ENSG00000185176	0	4	0	0	0	2	0	0
LINC00313_ENSG00000185186	1	2	2	2	0	7	0	1
SIGIRR_ENSG00000185187	328	325	363	371	325	376	484	591
NRBP2_ENSG00000185189	448	404	476	409	278	535	372	581
PRSS57_ENSG00000185198	3	3	19	5	3	5	0	0
IFITM2_ENSG00000185201	286	224	251	227	244	266	247	305
WASIR1_ENSG00000185203	2	0	0	1	0	0	2	0
TNFAIP2_ENSG00000185215	18	18	11	34	17	21	38	50
ZNF445_ENSG00000185219	2139	2406	2334	2274	1588	2823	2566	2487
PGBD2_ENSG00000185220	119	104	138	118	97	115	80	94
TCEAL9_ENSG00000185222	2545	2282	2514	2627	2094	2804	1963	1802
RAB11B_ENSG00000185236	1732	1809	1721	1858	1547	1900	2033	1892
PRMT3_ENSG00000185238	1831	1781	1883	1975	1497	2312	2266	2062
GP1BA_ENSG00000185245	41	44	56	35	21	57	28	39
PRPF39_ENSG00000185246	2540	2633	2958	2571	1893	3226	1656	1355
MAGEA11_ENSG00000185247	0	1	1	1	1	4	1	2
PPIL6_ENSG00000185250	49	59	68	66	41	68	75	81
ZNF74_ENSG00000185252	1233	1240	1363	1202	1060	1488	1171	1341
KIAA0825_ENSG00000185261	73	79	99	51	24	68	42	23
UBALD2_ENSG00000185262	3405	3174	3512	3227	2821	3299	2703	2196
TEX33_ENSG00000185264	0	0	1	0	0	0	0	0
CDNF_ENSG00000185267	82	64	76	75	60	91	76	55
NOTUM_ENSG00000185269	59	53	71	48	38	82	46	74
KLHL33_ENSG00000185271	11	1	9	4	0	2	0	1
RBM11_ENSG00000185272	216	203	221	241	207	246	252	340
GALNT17_ENSG00000185274	3	1	7	3	0	0	0	0
ZBTB37_ENSG00000185278	510	546	580	686	349	702	647	612
IL3RA_ENSG00000185291	1	0	4	0	0	0	0	0
CCDC137_ENSG00000185298	1672	1635	1920	1684	1327	1768	1330	1343
RGPD2_ENSG00000185304	5	3	1	0	0	1	0	4
ARL15_ENSG00000185305	422	454	458	462	348	569	619	683
C12orf56_ENSG00000185306	6	2	0	5	0	0	2	1
SCN10A_ENSG00000185313	0	0	0	0	0	2	0	0
CDK10_ENSG00000185324	1138	967	1274	1165	843	1400	768	1093
TMEM105_ENSG00000185332	3	1	0	2	0	3	5	0
SOCS1_ENSG00000185338	17	35	17	12	19	17	10	15
TCN2_ENSG00000185339	76	65	52	64	39	55	76	34
GAS2L1_ENSG00000185340	105	113	120	108	82	107	157	137
ATP6V0A2_ENSG00000185344	1937	2135	2009	2212	1655	2375	2086	1856
PRKN_ENSG00000185345	108	121	109	91	91	125	173	109
TEDC1_ENSG00000185347	940	967	970	1036	823	1168	854	1053
HS6ST3_ENSG00000185352	171	148	153	150	152	247	205	327
HGS_ENSG00000185359	4204	4396	4614	4116	3250	4951	3708	3437
TNFAIP8L1_ENSG00000185361	115	130	140	113	83	113	103	148
RAD51D_ENSG00000185379	793	946	911	926	750	1208	1184	982
MAPK11_ENSG00000185386	299	284	328	272	270	319	174	208
SP140L_ENSG00000185404	16	11	15	14	16	11	6	15
MRPL30_ENSG00000185414	1538	1782	1705	1740	1522	2218	2186	2110
TARS3_ENSG00000185418	686	611	699	708	535	724	675	754
SMYD3_ENSG00000185420	608	626	631	578	590	798	776	745
METTL7A_ENSG00000185432	713	617	686	593	542	653	828	1080
LINC00158_ENSG00000185433	4	13	16	4	15	3	0	0
IFNLR1_ENSG00000185436	341	385	499	443	301	443	460	413
SH3BGR_ENSG00000185437	66	72	59	70	96	102	85	69
FAM174B_ENSG00000185442	100	80	126	71	109	135	154	102
FAM47A_ENSG00000185448	0	0	1	4	0	0	0	0
ZSWIM9_ENSG00000185453	775	851	1123	709	653	823	572	604
KPNA7_ENSG00000185467	0	4	6	0	0	0	0	0
TMEM179B_ENSG00000185475	1221	1210	1220	1342	979	1433	1291	1187
GPRIN3_ENSG00000185477	105	105	117	158	111	163	274	487
PARPBP_ENSG00000185480	1017	1000	1197	1090	833	1280	961	912
STAC3_ENSG00000185482	47	36	29	21	29	46	24	27
ROR1_ENSG00000185483	226	274	321	291	256	314	558	619
SDHAP1_ENSG00000185485	445	460	580	362	302	486	136	189
SEPTIN7P13_ENSG00000185495	508	497	550	560	339	581	370	432
MUC1_ENSG00000185499	44	34	47	32	17	29	23	65
FAAP100_ENSG00000185504	1844	1800	1774	2012	1628	2201	1565	1434
IRF7_ENSG00000185507	143	155	146	102	118	185	76	57
L3MBTL1_ENSG00000185513	177	209	230	183	97	284	110	184
BRCC3_ENSG00000185515	1387	1477	1493	1514	1186	1801	1841	1603
SV2B_ENSG00000185518	0	2	0	1	0	3	1	0
FAM131C_ENSG00000185519	31	45	45	45	42	55	88	180
LMNTD2_ENSG00000185522	98	89	100	65	52	97	59	80
SPATA45_ENSG00000185523	0	0	0	0	2	4	2	0
PDE6G_ENSG00000185527	6	5	12	8	11	2	3	2
PRKG1_ENSG00000185532	541	508	617	592	411	682	858	806
NR2F2_ENSG00000185551	2715	2907	2954	2888	2417	3586	4179	4345
DLK1_ENSG00000185559	0	0	3	0	1	0	0	0
TLCD2_ENSG00000185561	250	212	267	272	190	256	378	548
LSAMP_ENSG00000185565	24	28	35	38	20	37	67	74
AHNAK2_ENSG00000185567	127	135	164	103	58	120	165	240
OLFML2A_ENSG00000185585	33	26	27	16	13	38	34	97
SP1_ENSG00000185591	3517	3783	3849	3890	2765	4657	4775	4599
WASH3P_ENSG00000185596	572	665	619	545	431	692	318	338
ACTBP7_ENSG00000185607	0	2	5	7	1	0	1	0
MRPL40_ENSG00000185608	1953	1920	2037	1980	1629	2430	2151	1820
DBX2_ENSG00000185610	5	4	4	2	2	7	8	1
INKA1_ENSG00000185614	25	38	29	23	15	16	8	13
PDIA2_ENSG00000185615	80	86	101	87	44	135	53	87
PCGF3_ENSG00000185619	1444	1364	1463	1377	1169	1616	1423	1434
LMLN_ENSG00000185621	597	597	658	625	447	740	731	654
P4HB_ENSG00000185624	18267	18092	18129	19109	17277	22453	20498	17491
PSMD13_ENSG00000185627	3093	3054	3319	3144	2839	3649	2576	2524
PBX1_ENSG00000185630	1826	1920	1938	1996	1521	2361	3037	3160
RPL14P6_ENSG00000185631	0	0	0	2	0	0	0	0
NDUFA4L2_ENSG00000185633	112	114	119	145	124	134	115	89
SHC4_ENSG00000185634	32	28	22	24	37	36	24	34
ENSG00000185641	25	14	14	23	7	19	12	30
ZFP36L1_ENSG00000185650	1433	1407	1487	1251	969	1432	1010	1113
UBE2L3_ENSG00000185651	3569	3700	3576	3786	3061	4306	4044	3658
NTF3_ENSG00000185652	0	2	1	0	0	0	0	0
BRWD1_ENSG00000185658	1836	2076	2227	2149	1459	2752	2164	2044
PMEL_ENSG00000185664	27	41	63	59	48	47	53	62
SYN3_ENSG00000185666	69	95	92	70	33	103	110	99
POU3F1_ENSG00000185668	258	192	213	208	118	199	94	132
SNAI3_ENSG00000185669	46	44	41	37	35	46	10	27
ZBTB3_ENSG00000185670	112	91	109	133	98	156	108	108
LYG2_ENSG00000185674	6	1	3	4	2	0	0	1
MORN5_ENSG00000185681	2	6	2	5	4	2	3	1
EP400P1_ENSG00000185684	856	942	1009	942	613	1065	623	682
PRAME_ENSG00000185686	641	624	603	551	503	709	673	821
C6orf201_ENSG00000185689	0	0	0	5	0	6	2	2
MYBL1_ENSG00000185697	626	556	631	640	441	662	596	607
SMG1P4_ENSG00000185710	48	59	57	52	30	43	20	18
MOSMO_ENSG00000185716	407	517	470	496	462	595	462	419
DRG1_ENSG00000185721	4271	4192	4411	4207	3682	5241	3706	3256
ANKFY1_ENSG00000185722	2811	2839	3011	2900	2043	3585	3741	3328
YTHDF3_ENSG00000185728	2206	2307	2302	2368	1918	2689	2408	2066
ZNF696_ENSG00000185730	638	644	770	742	569	816	705	615
NRG3_ENSG00000185737	0	1	0	0	0	2	0	0
SRL_ENSG00000185739	9	7	6	4	1	12	2	8
C11orf87_ENSG00000185742	0	2	0	0	0	0	0	0
IFIT1_ENSG00000185745	35	47	26	21	56	67	22	52
CXorf38_ENSG00000185753	971	917	876	930	890	1181	1071	1220
KCNQ5_ENSG00000185760	282	329	320	323	217	375	480	386
ADAMTSL5_ENSG00000185761	30	30	24	33	25	28	27	65
MORF4L1_ENSG00000185787	7135	7156	7328	7666	6408	8517	7796	8496
WDR53_ENSG00000185798	299	299	287	287	255	350	302	282
DMWD_ENSG00000185800	1828	1999	2148	1922	1647	2141	2070	1688
SLC52A2_ENSG00000185803	1387	1315	1345	1326	1286	1582	1124	990
PIGP_ENSG00000185808	858	899	991	952	736	1080	1038	1032
IKZF1_ENSG00000185811	3	12	3	7	3	7	6	17
PCYT2_ENSG00000185813	519	513	513	488	486	620	535	565
NAT8L_ENSG00000185818	1395	1475	1514	1517	1391	1658	1720	1605
BCAP31_ENSG00000185825	5686	5192	5594	5982	5287	6530	5603	5022
ARL17A_ENSG00000185829	305	324	397	336	140	413	151	323
RPL12P4_ENSG00000185834	37	43	34	45	36	47	28	24
HDHD5-AS1_ENSG00000185837	14	16	19	23	17	14	13	24
GNB1L_ENSG00000185838	669	614	740	665	629	781	615	552
ENSG00000185839	17	13	18	12	11	16	18	14
DNAH14_ENSG00000185842	990	963	1034	910	868	1309	1014	1062
LINC01405_ENSG00000185847	0	0	1	1	2	0	2	0
CCDC190_ENSG00000185860	1	0	0	0	0	0	0	0
EVI2B_ENSG00000185862	1	1	1	0	0	2	0	0
NPIPB4_ENSG00000185864	99	94	114	108	34	124	36	58
ZNF829_ENSG00000185869	562	663	654	585	434	752	380	259
TMPRSS11B_ENSG00000185873	0	1	0	0	0	0	0	0
THNSL1_ENSG00000185875	598	504	539	591	470	629	753	589
TRIM69_ENSG00000185880	274	239	253	279	223	346	331	355
ATP6V0C_ENSG00000185883	2188	1991	2071	2273	1767	2263	2130	1544
IFITM1_ENSG00000185885	47	51	59	58	55	72	101	127
PRSS38_ENSG00000185888	0	0	0	0	0	0	0	1
LAMP1_ENSG00000185896	3087	2998	3227	3155	2688	3575	3091	2492
POMK_ENSG00000185900	1962	1996	2056	1924	1396	2357	2160	1947
LINC00839_ENSG00000185904	124	105	164	132	84	141	85	87
C16orf54_ENSG00000185905	1	0	0	1	0	0	0	0
KLHDC8B_ENSG00000185909	411	485	417	467	378	455	315	338
SETD4_ENSG00000185917	1019	1033	1107	1038	676	1167	829	810
PTCH1_ENSG00000185920	536	604	584	597	397	681	891	915
RTN4RL1_ENSG00000185924	64	65	76	55	45	63	82	133
CALHM1_ENSG00000185933	1	3	3	6	1	4	0	0
NKAIN3_ENSG00000185942	4	2	2	1	1	2	11	2
RNPC3_ENSG00000185946	668	627	748	704	479	852	482	650
ZNF267_ENSG00000185947	614	676	703	613	525	764	430	410
IRS2_ENSG00000185950	627	620	690	760	584	776	927	762
C7orf61_ENSG00000185955	15	6	13	6	6	10	0	3
FAM186A_ENSG00000185958	5	4	6	9	4	8	4	1
SHOX_ENSG00000185960	0	0	1	0	4	2	0	0
BICD2_ENSG00000185963	1098	1215	1170	1187	883	1369	1371	1320
CCIN_ENSG00000185972	0	1	0	12	3	0	3	1
TMLHE_ENSG00000185973	420	489	466	414	357	562	481	501
GRK1_ENSG00000185974	0	3	1	2	1	0	0	0
SLITRK2_ENSG00000185985	5	1	0	0	0	1	2	6
SDHAP3_ENSG00000185986	351	411	462	405	250	423	158	199
PLK5_ENSG00000185988	14	13	15	13	15	14	1	20
RASA3_ENSG00000185989	144	125	135	178	106	170	241	333
LRCH3_ENSG00000186001	942	913	954	926	679	1058	850	862
LEMD1_ENSG00000186007	0	0	0	0	1	0	0	2
ATP4B_ENSG00000186009	0	0	0	0	0	0	1	0
NDUFA13_ENSG00000186010	1563	1466	1639	1479	1582	1827	1468	1362
ZNF566_ENSG00000186017	555	473	594	555	455	667	617	526
ENSG00000186019	25	13	13	2	15	12	7	6
ZNF529_ENSG00000186020	721	761	883	735	457	898	641	530
ZNF284_ENSG00000186026	75	93	87	72	68	69	27	43
DLEU7_ENSG00000186047	5	0	3	5	3	1	1	5
TAL2_ENSG00000186051	1	0	3	0	2	3	0	1
MATN1-AS1_ENSG00000186056	77	58	60	48	33	66	22	55
AIDA_ENSG00000186063	1257	1393	1372	1492	1210	1837	1667	1564
CDIN1_ENSG00000186073	328	362	364	351	277	428	454	496
ENSG00000186076	2	6	11	7	7	10	5	3
KRT18P14_ENSG00000186082	1	0	0	1	0	0	0	0
NBPF6_ENSG00000186086	0	0	0	1	0	0	0	0
GSAP_ENSG00000186088	3	3	2	4	1	4	3	5
AGBL4_ENSG00000186094	0	0	0	1	0	2	3	0
CYP2R1_ENSG00000186104	402	361	477	464	335	560	448	470
LRRC70_ENSG00000186105	0	2	1	1	1	1	3	2
ANKRD46_ENSG00000186106	1055	1179	1047	1203	1108	1371	1466	1321
PIP5K1C_ENSG00000186111	727	747	734	611	546	746	1029	977
CYP4F2_ENSG00000186115	515	464	688	334	321	388	7	0
TEX38_ENSG00000186118	2	1	0	0	0	0	0	0
ZBTB6_ENSG00000186130	639	705	694	634	501	763	601	587
C2orf76_ENSG00000186132	119	150	155	120	130	186	116	132
TAS2R42_ENSG00000186136	0	4	0	0	0	0	0	0
POLR3C_ENSG00000186141	3579	4103	4067	3716	2948	4511	3229	2504
PRR30_ENSG00000186143	0	5	3	0	3	0	0	0
UBL4B_ENSG00000186150	3	0	3	1	4	0	3	2
WWOX_ENSG00000186153	618	676	711	603	665	774	690	560
CIDECP1_ENSG00000186162	936	1016	1010	862	828	996	495	388
CENATAC_ENSG00000186166	629	630	712	650	419	700	202	236
BCL9L_ENSG00000186174	355	381	405	375	261	419	479	605
POLR1D_ENSG00000186184	4002	4003	4287	4026	3318	4704	3512	3693
KIF18B_ENSG00000186185	2153	2248	2716	2297	1682	2513	2100	2135
ZNRF1_ENSG00000186187	449	387	464	471	356	529	500	529
FFAR4_ENSG00000186188	0	0	0	1	0	0	0	0
SAPCD2_ENSG00000186193	695	616	666	661	547	830	669	731
EDARADD_ENSG00000186197	99	107	105	138	109	157	174	194
SLC51B_ENSG00000186198	5	4	0	0	0	1	0	0
CYP4F12_ENSG00000186204	4	0	9	1	1	3	0	0
MTARC1_ENSG00000186205	1046	849	955	891	723	1005	1144	1217
SOWAHB_ENSG00000186212	7	2	7	8	0	3	4	16
BLOC1S4_ENSG00000186222	602	669	584	610	533	793	636	555
LCE1E_ENSG00000186226	37	33	43	31	26	25	0	0
ZNF749_ENSG00000186230	435	368	482	451	309	475	513	456
KLHL32_ENSG00000186231	39	41	83	57	46	44	71	71
FAM86MP_ENSG00000186234	0	1	0	0	0	0	0	0
LINC02610_ENSG00000186235	0	0	0	0	3	0	0	0
MRTFB_ENSG00000186260	633	686	825	750	490	945	907	916
BTLA_ENSG00000186265	8	2	4	2	0	6	0	3
ZNF17_ENSG00000186272	259	312	295	227	230	291	207	208
KDM4D_ENSG00000186280	289	297	233	270	218	321	300	205
GPAT2_ENSG00000186281	4	3	2	0	3	1	2	5
TOR3A_ENSG00000186283	1917	1928	2104	2002	1932	2305	2198	1963
PPP1CC_ENSG00000186298	5480	5499	5758	5593	4797	6688	5968	6997
ZNF555_ENSG00000186300	272	285	275	303	242	335	267	293
MST1P2_ENSG00000186301	64	29	31	66	20	60	11	40
NAP1L3_ENSG00000186310	317	308	319	383	346	374	401	333
CA5BP1_ENSG00000186312	646	768	840	710	535	826	480	422
PRELID2_ENSG00000186314	101	112	113	95	103	125	148	180
BACE1_ENSG00000186318	634	664	770	531	493	763	659	600
RGS9BP_ENSG00000186326	17	10	12	15	25	17	16	34
SLC36A2_ENSG00000186335	0	0	3	0	0	0	0	0
THBS2_ENSG00000186340	6	0	6	3	2	9	12	2
RXRA_ENSG00000186350	854	865	893	962	808	986	1203	1086
ANKRD37_ENSG00000186352	34	68	51	52	46	52	62	95
NUDT17_ENSG00000186364	257	235	281	220	186	311	243	201
MINAR2_ENSG00000186367	0	0	0	3	0	0	0	0
LINC00643_ENSG00000186369	3	0	0	3	1	4	0	0
ZNF75D_ENSG00000186376	573	574	525	517	431	678	616	709
CYP4X1_ENSG00000186377	19	24	18	17	18	15	5	14
KRT10_ENSG00000186395	886	805	976	825	840	993	765	609
GOLGA8R_ENSG00000186399	10	8	11	19	7	17	6	13
CCDC30_ENSG00000186409	181	245	284	179	165	288	108	85
NKRF_ENSG00000186416	2273	2302	2537	2632	1881	2941	2815	2726
GLDN_ENSG00000186417	19	33	15	28	15	32	30	47
FCAR_ENSG00000186431	0	0	0	0	1	0	0	0
KPNA4_ENSG00000186432	3513	3981	4067	4073	3133	4858	4267	3436
TRDN_ENSG00000186439	0	0	0	0	3	1	0	1
ZNF501_ENSG00000186446	303	315	294	300	255	399	360	265
ZNF197_ENSG00000186448	1121	1251	1243	1136	814	1259	1191	1112
SPATA12_ENSG00000186451	0	1	0	0	0	0	0	4
FAM228A_ENSG00000186453	6	4	0	4	2	3	3	2
NAP1L2_ENSG00000186462	227	196	182	200	168	274	205	205
AQP7P1_ENSG00000186466	0	2	0	0	0	0	0	0
